employeeid,age,attrition,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
3914,46,No,Travel_Rarely,Research & Development,6,3,Medical,Male,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,7.095702811244722
3915,35,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,7.138200580098055
3916,30,No,Travel_Rarely,Sales,9,4,Marketing,Male,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,6.757579205711667
3917,47,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,7.3149352967425
3918,46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,9.117412985274166
3919,36,Yes,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,10.328548639000278
3920,32,Yes,Travel_Rarely,Research & Development,26,3,Medical,Female,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,6.4266822846941665
3921,23,No,Travel_Rarely,Sales,6,4,Life Sciences,Male,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,5.572168674698611
3922,31,No,Travel_Frequently,Sales,3,3,Marketing,Male,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,6.0268150379294445
3923,39,No,Non-Travel,Research & Development,3,3,Life Sciences,Female,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,9.82488174921889
3924,32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,7.439197902721944
3925,40,No,Travel_Rarely,Sales,6,3,Life Sciences,Male,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,7.271415662650556
3926,45,No,Travel_Rarely,Research & Development,19,4,Medical,Male,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,7.133418116911945
3927,30,No,Travel_Frequently,Sales,9,3,Life Sciences,Male,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,5.690549977688334
3928,24,No,Travel_Frequently,Sales,3,4,Marketing,Male,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,5.79411535029
3929,30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,6.141852967425
3930,31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Laboratory Technician,Married,77560,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,7.484396474787777
3931,27,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,1,Manager,Single,66940,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,5.792074966532778
3932,29,Yes,Travel_Rarely,Sales,4,3,Marketing,Male,5,Research Scientist,Single,36910,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,6.613674698795
3933,29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,1,Sales Executive,Single,23770,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,8.088929049531389
3934,30,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,3,Sales Executive,Divorced,23130,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,7.456358768406944
3935,34,No,Travel_Rarely,Research & Development,1,2,Medical,Female,2,Healthcare Representative,Married,176650,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,9.716358768406945
3936,33,No,Non-Travel,Research & Development,2,4,Medical,Male,1,Sales Representative,Single,25960,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,7.126475903614445
3937,49,No,Travel_Rarely,Sales,3,4,Marketing,Male,1,Sales Executive,Single,47280,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,7.403985943775
3938,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Executive,Single,43020,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,7.939370816599722
3939,38,No,Travel_Frequently,Research & Development,28,3,Medical,Male,1,Healthcare Representative,Married,29790,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,7.594524765729444
3940,31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,Male,2,Laboratory Technician,Married,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,5.772214413208333
3941,29,No,Travel_Rarely,Research & Development,3,4,Other,Female,2,Sales Representative,Divorced,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,6.059926372155278
3942,30,No,Travel_Rarely,Research & Development,2,1,Medical,Male,1,Sales Representative,Married,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,6.433872155287777
3943,32,No,Non-Travel,Research & Development,10,4,Life Sciences,Female,1,Laboratory Technician,Single,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,5.550182954038333
3944,38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,Female,1,Manufacturing Director,Married,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,8.854930834448888
3945,43,Yes,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,8.029502454261388
3946,42,No,Travel_Rarely,Human Resources,1,3,Other,Female,1,Healthcare Representative,Divorced,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,6.4300457385094445
3947,55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,1,Sales Executive,Married,73510,8.0,20,1,34.0,3,1,0,0,3.0,1.0,3.0,3,4,7.019018295403611
3948,33,No,Non-Travel,Research & Development,14,3,Other,Male,1,Research Scientist,Divorced,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,6.596749219098611
3949,41,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Sales Representative,Divorced,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,6.114340696117778
3950,34,No,Non-Travel,Research & Development,7,4,Medical,Female,1,Research Scientist,Divorced,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,7.9238721552877776
3951,53,No,Non-Travel,Research & Development,10,4,Medical,Male,2,Healthcare Representative,Married,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,7.992630522088334
3952,43,No,Travel_Rarely,Sales,16,2,Marketing,Female,1,Laboratory Technician,Single,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,5.964742302543334
3953,34,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,5,Sales Executive,Single,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,7.4178458277552775
3954,21,Yes,Travel_Rarely,Sales,1,2,Marketing,Male,5,Healthcare Representative,Single,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,6.948126952253333
3955,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Sales Executive,Married,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,6.086103302097222
3956,22,Yes,Travel_Rarely,Research & Development,1,3,Other,Male,4,Research Scientist,Married,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,8.657309236947778
3957,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,5,Sales Executive,Married,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,6.621734716644166
3958,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Manager,Married,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,6.337705265506389
3959,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,2,Sales Executive,Married,32910,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,7.5121932173136114
3960,46,No,Travel_Rarely,Sales,3,4,Marketing,Female,1,Sales Representative,Divorced,42720,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,9.266327532351388
3961,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,Female,4,Research Scientist,Married,50560,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,9.215174029451111
3962,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,Male,1,Research Scientist,Divorced,28440,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,9.0671485943775
3963,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,2,Sales Executive,Divorced,27030,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,5.507896028558611
3964,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Research Scientist,Single,19040,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,8.249067380633612
3965,33,No,Travel_Rarely,Research & Development,8,5,Medical,Male,2,Laboratory Technician,Married,82240,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,7.849943105756111
3966,28,No,Travel_Rarely,Sales,9,3,Medical,Female,2,Sales Executive,Married,47660,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,7.219009370816389
3967,39,No,Travel_Rarely,Sales,3,4,Marketing,Female,2,Laboratory Technician,Single,26100,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,6.420218652387222
3968,46,No,Non-Travel,Research & Development,9,2,Life Sciences,Male,2,Manufacturing Director,Single,57310,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,6.324640785363611
3969,40,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Director,Married,25390,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,6.051971218206111
3970,42,No,Travel_Rarely,Research & Development,7,4,Other,Female,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,6.398130298973611
3971,35,No,Non-Travel,Sales,10,1,Life Sciences,Female,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,6.550412762159723
3972,38,No,Non-Travel,Sales,6,4,Marketing,Male,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,7.493022088353333
3973,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,7.261339803658889
3974,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,5.796986836233611
3975,39,No,Travel_Frequently,Research & Development,2,1,Medical,Male,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,5.945851182507778
3976,43,No,Non-Travel,Human Resources,8,5,Medical,Female,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,6.910812137438611
3977,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,7.473160419455556
3978,41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,Male,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,9.870829986613055
3979,30,No,Travel_Rarely,Sales,26,3,Marketing,Female,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,6.8593674698794445
3980,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,8.566610887996388
3981,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,Male,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,7.307313699241389
3982,40,No,Travel_Rarely,Sales,27,2,Medical,Female,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,6.172550200803055
3983,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,7.166540606871667
3984,58,No,Non-Travel,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,6.130056894243611
3985,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Female,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,6.984533690316667
3986,47,No,Travel_Rarely,Research & Development,19,5,Medical,Female,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,10.050332440874444
3987,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,6.920330209727778
3988,54,No,Travel_Rarely,Sales,27,4,Medical,Male,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,6.719713297634722
3989,31,No,Travel_Frequently,Sales,8,4,Other,Female,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,6.948790718429167
3990,28,No,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,7.2242782240069445
3991,38,No,Travel_Rarely,Research & Development,19,3,Medical,Female,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,8.799687639446667
3992,26,No,Travel_Rarely,Sales,8,3,Marketing,Female,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,5.783248549754444
3993,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,Female,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,9.171296296296111
3994,18,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,6.970761936635278
3995,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,5.616551762605833
3996,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,8.334608433734722
3997,45,No,Non-Travel,Sales,1,4,Technical Degree,Male,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,6.8851729138775
3998,36,No,Travel_Rarely,Sales,2,3,Technical Degree,Female,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,10.1586099955375
3999,43,No,Travel_Frequently,Sales,8,3,Medical,Male,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,6.618965863453611
4000,27,No,Travel_Frequently,Sales,8,4,Life Sciences,Male,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,9.846115573404722
4001,29,No,Travel_Frequently,Research & Development,6,2,Medical,Male,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,7.212363900044444
4002,32,No,Travel_Frequently,Sales,9,4,Life Sciences,Male,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,7.122269076305
4003,42,No,Non-Travel,Research & Development,11,3,Medical,Male,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,6.228564257028055
4004,47,No,Travel_Rarely,Sales,2,2,Life Sciences,Female,5,Manager,Single,31960,4.0,14,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,5.737131860776389
4005,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,1,Laboratory Technician,Divorced,190810,3.0,21,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,6.981154618473889
4006,28,No,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Divorced,89660,1.0,16,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,7.050216421240278
4007,29,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Manufacturing Director,Divorced,22100,8.0,11,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,7.7707764390894445
4008,42,No,Travel_Rarely,Sales,2,4,Medical,Female,2,Research Director,Single,45390,4.0,17,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,6.426514948683611
4009,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,Male,2,Laboratory Technician,Single,27410,7.0,11,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,9.877585899151944
4010,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,7.424292726461389
4011,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,6.65875167336
4012,29,No,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,7.691446898705833
4013,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,6.078872155287778
4014,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,5.963064480142778
4015,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,7.97500334672
4016,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,Female,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,7.613454930834444
4017,27,No,Travel_Frequently,Research & Development,16,4,Medical,Male,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,7.287283578759444
4018,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,4.0,4.0,3.0,3,3,6.206746987951667
4019,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,5.979871709058333
4020,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,Male,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,6.420398259705278
4021,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,Female,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,7.284447791164444
4022,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,9.879586122266666
4023,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,8.918717090584444
4024,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,6.922603748326389
4025,34,No,Travel_Rarely,Sales,14,2,Technical Degree,Female,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,7.710834448906667
4026,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,Female,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,6.918926818384445
4027,37,No,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,8.618530789825833
4028,35,No,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,10.169387550200556
4029,45,No,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,7.025018964747778
4030,36,No,Travel_Frequently,Research & Development,5,3,Medical,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,6.046664435519722
4031,40,No,Travel_Rarely,Research & Development,3,3,Other,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,1.0,4.0,3.0,3,3,6.585480812137222
4032,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,8.8573058902275
4033,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,1.0,3.0,2.0,2,4,7.1906381079875
4034,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,6.7039301651047225
4035,44,No,Travel_Rarely,Sales,1,2,Medical,Male,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,6.7140573404727775
4036,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,Female,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,9.545198572065834
4037,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,Female,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,6.423100178491667
4038,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,7.116712405176111
4039,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3,6.125139446675556
4040,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,7.034126506023889
4041,31,No,Travel_Rarely,Sales,9,4,Life Sciences,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,7.6063933511825
4042,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,9.049416555109167
4043,31,No,Travel_Rarely,Sales,25,2,Life Sciences,Female,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,6.363640116019444
4044,26,No,Travel_Frequently,Sales,16,2,Life Sciences,Male,2,Healthcare Representative,Married,83800,0.0,14,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3,5.858593261936389
4045,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,7.228639000446111
4046,33,No,Travel_Rarely,Sales,1,3,Life Sciences,Female,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,5.8651952253455555
4047,28,No,Travel_Frequently,Sales,8,3,Life Sciences,Male,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,10.433987059348333
4048,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,Male,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,6.442073850959167
4049,39,No,Non-Travel,Research & Development,8,5,Medical,Female,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,6.093245203034167
4050,27,No,Travel_Rarely,Sales,3,2,Technical Degree,Male,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,6.791540606871667
4051,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,8.507339357429444
4052,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,8.656827309236945
4053,47,No,Non-Travel,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,5.653811914323889
4054,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,7.6115406068716664
4055,39,No,Travel_Rarely,Research & Development,1,3,Other,Female,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,6.509081883087778
4056,38,No,Travel_Frequently,Research & Development,4,2,Medical,Female,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,10.73817826863
